,Climate,Operation,TSV,Clo,Met,Ta,Tr,RH,Vel,PMV,PPD
8698,Csa,Naturally Ventilated,0.0,0.45,1.2,26.8,26.8,30.2,0.09,0.43,8.8
8699,Csa,Naturally Ventilated,0.0,0.85,1.2,26.8,26.8,30.2,0.09,0.9,22.06
8701,Csa,Naturally Ventilated,0.0,0.63,1.2,26.8,26.8,30.2,0.09,0.67,14.4
8702,Csa,Naturally Ventilated,0.0,0.82,1.2,26.8,26.8,30.2,0.09,0.87,21.03
8704,Csa,Naturally Ventilated,0.0,0.49,1.2,26.8,26.8,30.2,0.09,0.48,9.89
8706,Csa,Naturally Ventilated,0.0,1.0,1.2,27.5,27.5,30.3,0.12,1.14,32.42
8708,Csa,Naturally Ventilated,0.0,0.72,1.2,27.5,27.5,30.3,0.12,0.9,22.08
8711,Csa,Naturally Ventilated,0.0,0.49,1.2,28.6,28.6,31.5,0.11,0.98,25.42
8714,Csa,Naturally Ventilated,0.0,0.83,1.2,28.6,28.6,31.5,0.11,1.29,40.0
8716,Csa,Naturally Ventilated,0.0,0.85,1.2,29.8,29.8,32.2,0.14,1.58,55.45
8717,Csa,Naturally Ventilated,0.0,0.81,1.2,29.8,29.8,32.2,0.14,1.56,54.18
8719,Csa,Naturally Ventilated,0.0,0.85,1.2,29.8,29.8,32.2,0.14,1.58,55.45
8720,Csa,Naturally Ventilated,1.0,0.85,1.2,30.1,30.1,33.1,0.12,1.68,60.7
8722,Csa,Naturally Ventilated,1.0,0.37,1.2,30.1,30.1,33.1,0.12,1.34,42.25
8735,Csa,Naturally Ventilated,0.0,0.37,1.2,30.7,30.7,40.1,0.12,1.61,56.95
8739,Csa,Naturally Ventilated,1.0,0.6,1.2,31.3,31.3,39.4,0.12,1.94,73.95
8740,Csa,Naturally Ventilated,1.0,0.35,1.2,31.3,31.3,39.4,0.12,1.8,66.93
8741,Csa,Naturally Ventilated,1.0,0.54,1.2,31.3,31.3,39.4,0.12,1.91,72.5
8742,Csa,Naturally Ventilated,1.0,0.63,1.2,31.3,31.3,39.4,0.12,1.95,74.62
8743,Csa,Naturally Ventilated,1.0,0.63,1.2,31.3,31.3,39.4,0.12,1.95,74.62
8744,Csa,Naturally Ventilated,1.0,0.41,1.2,31.2,31.2,40.1,0.14,1.79,66.55
8748,Csa,Naturally Ventilated,1.0,0.71,1.2,31.2,31.2,40.1,0.14,1.96,74.76
8749,Csa,Naturally Ventilated,2.0,0.46,1.2,31.2,31.2,39.3,0.16,1.8,66.96
8750,Csa,Naturally Ventilated,1.0,0.71,1.2,31.2,31.2,39.3,0.16,1.94,73.9
8755,Csa,Naturally Ventilated,1.0,0.8,1.2,31.2,31.2,39.3,0.16,1.98,75.78
8760,Csa,Naturally Ventilated,1.0,0.6,1.2,31.1,31.1,38.7,0.15,1.85,69.73
8762,Csa,Naturally Ventilated,1.0,0.66,1.2,30.9,30.9,42.1,0.09,1.91,72.31
8766,Csa,Naturally Ventilated,1.0,0.46,1.2,30.9,30.9,42.1,0.09,1.8,66.81
8767,Csa,Naturally Ventilated,1.0,0.91,1.2,30.9,30.9,42.1,0.09,2.01,77.12
8768,Csa,Naturally Ventilated,0.0,0.6,1.2,29.8,29.8,48.0,0.16,1.54,53.15
8769,Csa,Naturally Ventilated,1.0,0.76,1.2,29.8,29.8,48.0,0.16,1.66,59.72
8770,Csa,Naturally Ventilated,0.0,0.85,1.2,29.8,29.8,48.0,0.16,1.72,62.73
8775,Csa,Naturally Ventilated,0.0,0.46,1.2,28.9,28.9,54.7,0.18,1.14,32.39
8776,Csa,Naturally Ventilated,0.0,0.76,1.2,28.9,28.9,54.7,0.18,1.46,48.54
8777,Csa,Naturally Ventilated,0.0,0.46,1.2,28.9,28.9,54.7,0.18,1.14,32.39
8781,Csa,Naturally Ventilated,0.0,0.76,1.2,28.8,28.8,54.6,0.2,1.41,46.16
8782,Csa,Naturally Ventilated,0.0,0.57,1.2,28.8,28.8,54.6,0.2,1.22,36.19
8788,Csa,Naturally Ventilated,0.0,0.54,1.2,28.7,28.7,29.5,0.08,1.11,30.8
8789,Csa,Naturally Ventilated,0.0,0.54,1.2,28.9,28.9,29.4,0.06,1.19,34.88
8792,Csa,Naturally Ventilated,0.0,0.45,1.2,30.3,30.3,30.4,0.07,1.52,52.1
8793,Csa,Naturally Ventilated,0.0,0.45,1.2,30.7,30.7,31.6,0.09,1.62,57.63
8794,Csa,Naturally Ventilated,0.0,0.46,1.2,28.7,28.7,29.5,0.08,1.03,27.24
8797,Csa,Naturally Ventilated,0.0,0.37,1.2,29.8,29.8,32.1,0.08,1.3,40.38
8798,Csa,Naturally Ventilated,0.0,0.37,1.2,30.3,30.3,30.4,0.07,1.47,49.01
8799,Csa,Naturally Ventilated,0.0,0.37,1.2,30.7,30.7,31.6,0.09,1.57,54.67
8802,Csa,Naturally Ventilated,0.0,0.78,1.2,29.3,29.3,32.8,0.1,1.46,48.53
8803,Csa,Naturally Ventilated,0.0,0.78,1.2,29.8,29.8,32.1,0.08,1.6,56.15
8804,Csa,Naturally Ventilated,0.0,0.71,1.2,30.3,30.3,30.4,0.07,1.68,60.66
8805,Csa,Naturally Ventilated,0.0,0.71,1.2,30.7,30.7,31.6,0.09,1.77,65.61
8806,Csa,Naturally Ventilated,1.0,0.71,1.2,31.2,31.2,29.8,0.07,1.9,72.12
8808,Csa,Naturally Ventilated,0.0,0.78,1.2,28.9,28.9,29.4,0.06,1.38,44.61
8809,Csa,Naturally Ventilated,0.0,0.71,1.2,29.3,29.3,32.8,0.1,1.41,45.98
8810,Csa,Naturally Ventilated,0.0,0.71,1.2,29.8,29.8,32.1,0.08,1.56,53.97
8811,Csa,Naturally Ventilated,0.0,0.46,1.2,30.3,30.3,30.4,0.07,1.53,52.46
8812,Csa,Naturally Ventilated,0.0,0.46,1.2,30.7,30.7,31.6,0.09,1.63,57.98
8813,Csa,Naturally Ventilated,0.0,0.78,1.2,28.7,28.7,29.5,0.08,1.3,40.5
8815,Csa,Naturally Ventilated,0.0,0.62,1.2,29.3,29.3,32.8,0.1,1.34,42.31
8819,Csa,Naturally Ventilated,0.0,0.53,1.2,28.7,28.7,29.5,0.08,1.1,30.35
8820,Csa,Naturally Ventilated,0.0,0.53,1.2,28.9,28.9,29.4,0.06,1.18,34.42
8823,Csa,Naturally Ventilated,0.0,0.37,1.2,30.3,30.3,30.4,0.07,1.47,49.01
8824,Csa,Naturally Ventilated,0.0,0.37,1.2,30.7,30.7,31.6,0.09,1.57,54.67
8826,Csa,Naturally Ventilated,0.0,0.45,1.2,28.9,28.9,29.4,0.06,1.11,30.75
8828,Csa,Naturally Ventilated,0.0,0.37,1.2,29.8,29.8,32.1,0.08,1.3,40.38
8829,Csa,Naturally Ventilated,0.0,0.37,1.2,30.3,30.3,30.4,0.07,1.47,49.01
8830,Csa,Naturally Ventilated,0.0,0.37,1.2,30.7,30.7,31.6,0.09,1.57,54.67
8838,Csa,Naturally Ventilated,0.0,0.83,1.2,29.5,29.5,28.4,0.13,1.47,49.24
8839,Csa,Naturally Ventilated,0.0,0.83,1.2,30.4,30.4,25.4,0.14,1.66,59.49
8840,Csa,Naturally Ventilated,0.0,0.83,1.2,30.4,30.4,26.3,0.12,1.68,60.64
8841,Csa,Naturally Ventilated,0.0,0.71,1.2,30.8,30.8,22.8,0.1,1.7,61.95
8842,Csa,Naturally Ventilated,1.0,0.71,1.2,30.8,30.8,25.1,0.09,1.73,63.6
8843,Csa,Naturally Ventilated,0.0,0.71,1.2,30.1,30.1,24.4,0.09,1.55,53.55
8844,Csa,Naturally Ventilated,0.0,0.37,1.2,29.5,29.5,28.4,0.13,1.07,29.36
8845,Csa,Naturally Ventilated,0.0,0.37,1.2,30.4,30.4,25.4,0.14,1.34,42.3
8851,Csa,Naturally Ventilated,0.0,0.37,1.2,29.7,29.7,19.2,0.12,1.07,29.32
8852,Csa,Naturally Ventilated,0.0,0.71,1.2,29.5,29.5,28.4,0.13,1.39,44.86
8853,Csa,Naturally Ventilated,0.0,0.71,1.2,30.4,30.4,25.4,0.14,1.59,55.92
8859,Csa,Naturally Ventilated,0.0,0.7,1.2,29.5,29.5,28.4,0.13,1.38,44.47
8868,Csa,Naturally Ventilated,0.0,0.73,1.2,27.9,27.9,33.5,0.05,1.13,31.81
8869,Csa,Naturally Ventilated,0.0,0.73,1.2,29.9,29.9,20.0,0.07,1.49,50.48
8870,Csa,Naturally Ventilated,0.0,0.61,1.2,28.9,28.9,28.4,0.18,1.08,29.73
8872,Csa,Naturally Ventilated,0.0,0.48,1.2,28.9,28.9,28.4,0.18,0.93,23.34
8873,Csa,Naturally Ventilated,0.0,0.4,1.2,28.9,28.9,28.4,0.18,0.83,19.47
8877,Csa,Naturally Ventilated,0.0,0.45,1.2,29.0,29.0,27.8,0.07,1.11,31.17
8882,Csa,Naturally Ventilated,0.0,0.45,1.2,29.3,29.3,29.8,0.07,1.22,36.26
8883,Csa,Naturally Ventilated,0.0,0.45,1.2,29.2,29.2,29.7,0.04,1.2,35.29
8884,Csa,Naturally Ventilated,0.0,0.58,1.2,28.9,28.9,27.3,0.06,1.21,35.75
8885,Csa,Naturally Ventilated,0.0,0.58,1.2,28.8,28.8,27.4,0.07,1.17,33.92
8886,Csa,Naturally Ventilated,0.0,0.58,1.2,28.1,28.1,27.7,0.08,0.96,24.65
8887,Csa,Naturally Ventilated,0.0,0.58,1.2,29.0,29.0,27.8,0.07,1.23,36.73
8888,Csa,Naturally Ventilated,0.0,0.58,1.2,29.0,29.0,27.9,0.06,1.24,37.4
8891,Csa,Naturally Ventilated,0.0,0.58,1.2,29.1,29.1,29.8,0.06,1.29,39.69
8893,Csa,Naturally Ventilated,0.0,0.58,1.2,29.2,29.2,29.7,0.04,1.32,41.09
8894,Csa,Naturally Ventilated,0.0,0.46,1.2,28.1,28.1,27.7,0.08,0.83,19.67
8902,Csa,Naturally Ventilated,0.0,0.53,1.2,28.9,28.9,27.3,0.06,1.16,33.52
8903,Csa,Naturally Ventilated,0.0,0.53,1.2,28.8,28.8,27.4,0.07,1.13,31.8
8904,Csa,Naturally Ventilated,0.0,0.53,1.2,28.1,28.1,27.7,0.08,0.91,22.56
8905,Csa,Naturally Ventilated,0.0,0.53,1.2,29.0,29.0,27.8,0.07,1.19,34.62
8912,Csa,Naturally Ventilated,1.0,0.46,1.2,32.7,32.7,15.3,0.11,2.06,79.35
8913,Csa,Naturally Ventilated,1.0,0.46,1.2,32.0,32.0,15.1,0.09,1.86,69.84
8914,Csa,Naturally Ventilated,0.0,0.46,1.2,29.0,29.0,27.9,0.06,1.13,32.02
8915,Csa,Naturally Ventilated,1.0,0.37,1.2,32.1,32.1,15.4,0.11,1.84,69.07
8916,Csa,Naturally Ventilated,1.0,0.37,1.2,32.2,32.2,13.4,0.14,1.83,68.7
8919,Csa,Naturally Ventilated,0.0,0.42,1.2,29.0,29.0,27.9,0.06,1.09,30.15
8920,Csa,Naturally Ventilated,1.0,0.37,1.2,32.1,32.1,15.4,0.11,1.84,69.07
8924,Csa,Naturally Ventilated,0.0,0.41,1.2,29.0,29.0,27.9,0.06,1.08,29.68
8925,Csa,Naturally Ventilated,1.0,0.41,1.2,32.1,32.1,15.4,0.11,1.86,69.89
8926,Csa,Naturally Ventilated,1.0,0.41,1.2,32.2,32.2,13.4,0.14,1.85,69.54
8928,Csa,Naturally Ventilated,1.0,0.58,1.2,32.0,32.0,15.1,0.09,1.9,71.95
8932,Csa,Naturally Ventilated,1.0,0.45,1.2,32.0,32.0,15.1,0.09,1.85,69.65
8933,Csa,Naturally Ventilated,0.0,0.45,1.2,29.0,29.0,27.9,0.06,1.12,31.56
8934,Csa,Naturally Ventilated,1.0,0.42,1.2,32.1,32.1,15.4,0.11,1.86,70.08
8936,Csa,Naturally Ventilated,0.0,0.7,1.2,28.4,28.4,25.4,0.17,1.02,26.79
8937,Csa,Naturally Ventilated,0.0,0.7,1.2,28.5,28.5,23.0,0.12,1.08,29.53
8944,Csa,Naturally Ventilated,1.0,0.7,1.2,29.6,29.6,32.5,0.12,1.45,48.46
8945,Csa,Naturally Ventilated,0.0,0.7,1.2,29.6,29.6,32.5,0.12,1.45,48.46
8959,Csa,Naturally Ventilated,0.0,0.81,1.2,28.5,28.5,23.0,0.12,1.17,33.82
8965,Csa,Naturally Ventilated,1.0,0.5,1.2,29.3,29.3,27.3,0.06,1.25,37.92
8966,Csa,Naturally Ventilated,1.0,0.5,1.2,29.6,29.6,32.5,0.12,1.29,39.84
8967,Csa,Naturally Ventilated,0.0,0.5,1.2,29.6,29.6,32.5,0.12,1.29,39.84
8978,Csa,Naturally Ventilated,0.0,0.37,1.2,28.5,28.5,23.0,0.12,0.71,15.63
8979,Csa,Naturally Ventilated,0.0,0.37,1.2,28.6,28.6,22.2,0.1,0.78,17.91
9018,Csa,Naturally Ventilated,1.0,0.53,1.2,29.4,29.4,30.0,0.08,1.3,40.24
9019,Csa,Naturally Ventilated,0.0,0.53,1.2,29.8,29.8,32.5,0.08,1.44,47.48
9020,Csa,Naturally Ventilated,0.0,0.53,1.2,30.0,30.0,25.7,0.06,1.46,48.96
9021,Csa,Naturally Ventilated,1.0,0.45,1.2,30.2,30.2,31.4,0.07,1.5,51.0
9024,Csa,Naturally Ventilated,1.0,0.37,1.2,30.9,30.9,27.8,0.08,1.61,56.98
9028,Csa,Naturally Ventilated,0.0,0.37,1.2,29.4,29.4,30.0,0.08,1.16,33.11
9054,Csa,Naturally Ventilated,1.0,0.63,1.2,29.3,29.3,14.5,0.2,1.08,29.47
9070,Csa,Naturally Ventilated,1.0,0.49,1.2,30.2,30.2,27.9,0.11,1.44,47.5
9079,Csa,Naturally Ventilated,1.0,0.49,1.2,31.1,31.1,31.2,0.11,1.75,64.17
9080,Csa,Naturally Ventilated,0.0,0.49,1.2,31.4,31.4,34.8,0.11,1.88,70.83
9124,Csa,Naturally Ventilated,0.0,0.63,1.2,30.7,30.7,28.2,0.15,1.65,58.96
9125,Csa,Naturally Ventilated,0.0,0.63,1.2,31.0,31.0,27.7,0.14,1.74,63.68
9126,Csa,Naturally Ventilated,1.0,0.63,1.2,31.1,31.1,28.9,0.11,1.8,66.89
9161,Csa,Naturally Ventilated,1.0,0.64,1.2,32.1,32.1,22.7,0.08,2.03,78.09
9162,Csa,Naturally Ventilated,1.0,0.49,1.2,32.1,32.1,19.2,0.11,1.93,73.38
9163,Csa,Naturally Ventilated,1.0,0.49,1.2,32.2,32.2,17.6,0.13,1.93,73.51
9168,Csa,Naturally Ventilated,1.0,0.37,1.2,32.1,32.1,22.7,0.08,1.94,74.07
9169,Csa,Naturally Ventilated,1.0,0.37,1.2,32.1,32.1,19.2,0.11,1.88,71.1
9170,Csa,Naturally Ventilated,1.0,0.37,1.2,32.2,32.2,17.6,0.13,1.88,71.25
9171,Csa,Naturally Ventilated,1.0,0.37,1.2,31.7,31.7,20.8,0.17,1.72,62.74
15685,Cfa,Naturally Ventilated,-1.0,0.35,1.2,26.5,27.5,66.4,0.24,0.2,5.87
15686,Cfa,Naturally Ventilated,0.0,0.55,1.2,28.7,27.0,66.1,0.05,1.23,36.57
15687,Cfa,Naturally Ventilated,0.0,0.38,1.2,28.0,28.1,62.7,0.05,1.03,27.42
15688,Cfa,Naturally Ventilated,0.0,0.38,1.2,28.4,29.6,62.4,0.09,1.3,40.21
15689,Cfa,Naturally Ventilated,-1.0,0.12,1.2,27.3,29.4,73.3,0.2,0.3,6.93
15690,Cfa,Naturally Ventilated,1.0,0.61,1.2,27.3,29.4,73.3,0.2,1.21,35.74
15691,Cfa,Naturally Ventilated,0.0,0.4,1.2,27.3,29.4,73.3,0.2,0.91,22.54
15692,Cfa,Naturally Ventilated,1.0,0.4,1.2,27.3,29.4,73.3,0.2,0.91,22.54
15693,Cfa,Naturally Ventilated,1.0,0.4,1.2,27.3,29.4,73.3,0.2,0.91,22.54
15694,Cfa,Naturally Ventilated,0.0,0.51,1.2,27.3,29.4,73.3,0.2,1.08,29.44
15695,Cfa,Naturally Ventilated,1.0,0.47,1.2,27.3,29.4,73.3,0.2,1.02,26.93
15696,Cfa,Naturally Ventilated,-1.0,0.12,1.2,27.3,29.4,73.3,0.2,0.3,6.93
15697,Cfa,Naturally Ventilated,1.0,0.4,1.2,26.9,28.2,49.0,0.51,0.02,5.01
15698,Cfa,Naturally Ventilated,0.0,0.14,1.2,26.9,28.2,49.0,0.51,-0.95,23.9
15699,Cfa,Naturally Ventilated,1.0,0.31,1.2,26.9,28.2,49.0,0.51,-0.24,6.24
15700,Cfa,Naturally Ventilated,1.0,0.4,1.2,26.9,28.2,49.0,0.51,0.02,5.01
15701,Cfa,Naturally Ventilated,1.0,0.4,1.2,26.9,28.2,49.1,0.51,0.03,5.01
15702,Cfa,Naturally Ventilated,0.0,0.47,1.2,26.9,28.2,49.0,0.51,0.2,5.84
15703,Cfa,Naturally Ventilated,1.0,0.55,1.2,26.9,28.2,49.0,0.51,0.38,8.0
15704,Cfa,Naturally Ventilated,0.0,0.41,1.2,26.9,28.2,49.0,0.51,0.05,5.05
15705,Cfa,Naturally Ventilated,1.0,0.34,1.2,26.9,28.2,49.0,0.51,-0.15,5.46
15706,Cfa,Naturally Ventilated,0.0,0.41,1.2,27.4,27.8,51.6,0.51,0.16,5.56
15707,Cfa,Naturally Ventilated,1.0,0.71,1.2,27.8,28.1,49.5,0.51,0.87,20.85
15708,Cfa,Naturally Ventilated,1.0,0.49,1.2,27.9,29.4,47.4,0.51,0.65,13.74
15709,Cfa,Naturally Ventilated,-1.0,0.29,1.2,27.0,28.4,52.9,0.51,-0.22,5.99
15710,Cfa,Naturally Ventilated,-1.0,0.47,1.2,27.0,28.4,52.9,0.51,0.28,6.68
15711,Cfa,Naturally Ventilated,0.0,0.4,1.2,26.8,27.2,55.1,0.17,0.39,8.22
15712,Cfa,Naturally Ventilated,0.0,0.41,1.2,26.8,27.2,55.1,0.17,0.41,8.54
15713,Cfa,Naturally Ventilated,0.0,0.83,1.2,27.5,28.8,50.6,0.06,1.41,45.78
15714,Cfa,Naturally Ventilated,0.0,0.27,1.2,28.8,29.2,49.8,0.28,0.67,14.57
15715,Cfa,Naturally Ventilated,1.0,0.38,1.2,28.5,30.1,45.9,0.17,1.07,29.36
15716,Cfa,Naturally Ventilated,-1.0,0.38,1.2,25.7,27.8,48.7,0.01,0.44,8.96
15717,Cfa,Naturally Ventilated,0.0,0.25,1.2,25.7,27.7,48.7,0.01,0.16,5.54
15719,Cfa,Naturally Ventilated,0.0,0.49,1.2,27.5,29.2,55.0,0.23,0.87,20.86
15730,Cfa,Naturally Ventilated,1.0,0.31,1.2,25.7,26.3,58.8,0.04,0.13,5.38
15731,Cfa,Naturally Ventilated,0.0,0.1,1.2,27.2,28.2,84.4,0.06,0.53,10.82
15732,Cfa,Naturally Ventilated,0.0,0.37,1.2,27.2,28.7,84.4,0.06,1.13,32.03
15733,Cfa,Naturally Ventilated,1.0,0.33,1.2,27.2,28.2,84.4,0.06,0.99,25.77
15734,Cfa,Naturally Ventilated,0.0,0.54,1.2,26.8,27.3,63.8,0.24,0.61,12.75
15735,Cfa,Naturally Ventilated,0.0,0.54,1.2,26.8,27.3,63.8,0.24,0.61,12.75
15736,Cfa,Naturally Ventilated,1.0,0.47,1.2,26.8,27.3,63.8,0.24,0.48,9.81
15737,Cfa,Naturally Ventilated,0.0,0.31,1.2,26.8,27.3,63.8,0.24,0.13,5.35
15738,Cfa,Naturally Ventilated,1.0,0.5,1.2,26.8,27.3,63.8,0.24,0.53,10.98
15739,Cfa,Naturally Ventilated,1.0,0.4,1.2,26.8,27.3,63.8,0.24,0.34,7.4
15740,Cfa,Naturally Ventilated,1.0,0.5,1.2,26.8,27.3,63.8,0.24,0.53,10.98
15741,Cfa,Naturally Ventilated,0.0,0.41,1.2,26.8,27.3,63.8,0.24,0.36,7.71
15742,Cfa,Naturally Ventilated,0.0,0.55,1.2,26.8,27.3,63.8,0.24,0.63,13.21
15743,Cfa,Naturally Ventilated,2.0,0.72,1.2,26.8,27.3,63.8,0.24,0.88,21.52
15744,Cfa,Naturally Ventilated,1.0,0.33,1.2,26.8,27.3,63.8,0.24,0.18,5.67
15745,Cfa,Naturally Ventilated,0.0,0.46,1.2,26.8,27.3,63.8,0.24,0.46,9.43
15746,Cfa,Naturally Ventilated,0.0,0.63,1.2,26.8,27.3,63.8,0.24,0.76,17.06
15747,Cfa,Naturally Ventilated,0.0,0.33,1.2,27.8,29.7,60.1,0.1,1.1,30.5
15748,Cfa,Naturally Ventilated,2.0,0.54,1.2,27.8,29.4,60.1,0.1,1.29,39.83
15749,Cfa,Naturally Ventilated,2.0,0.47,1.2,27.8,29.7,60.1,0.1,1.26,38.33
15750,Cfa,Naturally Ventilated,1.0,0.47,1.2,28.5,27.5,64.4,0.4,0.75,17.0
15751,Cfa,Naturally Ventilated,1.0,0.49,1.2,28.4,28.7,61.8,0.1,1.25,37.63
15752,Cfa,Naturally Ventilated,1.0,0.24,1.2,28.6,28.3,64.3,0.22,0.63,13.39
15754,Cfa,Naturally Ventilated,-1.0,0.43,1.2,22.7,23.3,55.2,0.09,-0.65,13.92
15755,Cfa,Naturally Ventilated,-1.0,0.55,1.2,23.7,23.7,50.0,0.25,-0.57,11.84
15756,Cfa,Naturally Ventilated,-1.0,0.81,1.2,24.0,24.2,62.6,0.25,0.17,5.59
15757,Cfa,Naturally Ventilated,0.0,0.84,1.2,24.0,24.2,62.6,0.25,0.22,5.98
15758,Cfa,Naturally Ventilated,0.0,1.06,1.2,24.0,24.2,62.6,0.25,0.53,10.79
15759,Cfa,Naturally Ventilated,-1.0,0.75,1.2,23.8,24.8,59.3,0.25,0.07,5.09
15760,Cfa,Naturally Ventilated,3.0,0.48,1.2,24.7,25.0,56.9,0.25,-0.33,7.29
15761,Cfa,Naturally Ventilated,0.0,0.61,1.2,24.5,24.8,54.8,0.25,-0.11,5.23
15762,Cfa,Naturally Ventilated,0.0,0.8,1.2,24.1,24.1,56.4,0.25,0.12,5.28
15763,Cfa,Naturally Ventilated,-1.0,0.46,1.2,24.0,24.2,55.1,0.25,-0.65,13.98
15764,Cfa,Naturally Ventilated,2.0,1.18,1.2,24.4,24.6,57.1,0.25,0.72,15.77
15765,Cfa,Naturally Ventilated,0.0,0.77,1.2,24.2,25.0,53.8,0.25,0.16,5.52
15766,Cfa,Naturally Ventilated,1.0,0.5,1.2,28.4,29.6,56.9,0.25,1.12,31.36
15767,Cfa,Naturally Ventilated,0.0,0.53,1.2,28.4,29.6,56.9,0.25,1.16,33.26
15768,Cfa,Naturally Ventilated,0.0,0.4,1.2,28.4,29.6,56.9,0.25,0.98,25.09
15769,Cfa,Naturally Ventilated,-1.0,0.33,1.2,28.4,29.3,56.9,0.1,1.11,31.16
15770,Cfa,Naturally Ventilated,1.0,0.65,1.2,28.5,28.7,51.8,0.03,1.4,45.59
15771,Cfa,Naturally Ventilated,1.0,0.65,1.2,28.5,28.7,51.8,0.03,1.4,45.59
15772,Cfa,Naturally Ventilated,0.0,0.39,1.2,28.6,28.8,51.7,0.03,1.17,33.78
15773,Cfa,Naturally Ventilated,0.0,0.4,1.2,28.4,28.5,52.6,0.23,0.8,18.65
15774,Cfa,Naturally Ventilated,0.0,0.42,1.2,28.4,28.5,52.6,0.23,0.84,19.78
15775,Cfa,Naturally Ventilated,1.0,0.46,1.2,28.4,28.5,52.7,0.23,0.9,22.09
15776,Cfa,Naturally Ventilated,1.0,0.46,1.2,28.2,28.8,61.2,0.23,0.97,24.89
15777,Cfa,Naturally Ventilated,0.0,0.59,1.2,28.6,29.6,61.9,0.23,1.34,42.26
15778,Cfa,Naturally Ventilated,1.0,0.47,1.2,28.7,30.0,63.2,0.42,1.1,30.49
15779,Cfa,Naturally Ventilated,0.0,0.31,1.2,28.6,29.7,61.6,0.42,0.71,15.7
15780,Cfa,Naturally Ventilated,-1.0,0.29,1.2,28.1,28.6,60.5,0.05,0.98,25.48
15781,Cfa,Naturally Ventilated,1.0,0.5,1.2,27.2,29.5,57.5,0.05,1.2,35.24
15782,Cfa,Naturally Ventilated,-1.0,0.2,1.2,27.9,28.4,58.9,0.07,0.74,16.64
15783,Cfa,Naturally Ventilated,0.0,0.5,1.2,27.9,28.4,58.9,0.07,1.17,33.95
15784,Cfa,Naturally Ventilated,1.0,0.73,1.2,27.9,28.4,58.9,0.07,1.4,45.49
15794,Cfa,Naturally Ventilated,-1.0,0.53,1.2,21.7,24.5,62.8,0.35,-1.07,29.31
15795,Cfa,Naturally Ventilated,0.0,0.53,1.2,21.7,24.5,62.8,0.35,-1.07,29.31
15796,Cfa,Naturally Ventilated,0.0,0.53,1.2,21.7,24.5,62.8,0.35,-1.07,29.31
15797,Cfa,Naturally Ventilated,0.0,0.72,1.2,22.0,23.8,64.9,0.35,-0.54,11.08
15798,Cfa,Naturally Ventilated,-1.0,0.46,1.2,21.7,24.5,62.8,0.35,-1.31,40.86
15799,Cfa,Naturally Ventilated,-1.0,0.67,1.2,17.6,24.5,52.0,0.09,-0.83,19.38
15800,Cfa,Naturally Ventilated,-1.0,0.59,1.2,17.6,24.5,52.0,0.09,-1.03,27.29
15801,Cfa,Naturally Ventilated,0.0,0.81,1.2,17.6,24.5,52.0,0.09,-0.53,10.81
15802,Cfa,Naturally Ventilated,-1.0,0.91,1.2,21.8,24.3,42.0,0.09,0.17,5.57
15803,Cfa,Naturally Ventilated,0.0,0.72,1.2,22.4,22.5,50.9,0.09,-0.19,5.75
15804,Cfa,Naturally Ventilated,0.0,0.77,1.2,22.1,22.5,52.5,0.09,-0.14,5.39
15805,Cfa,Naturally Ventilated,-3.0,0.55,1.2,22.4,22.7,51.3,0.09,-0.52,10.58
15806,Cfa,Naturally Ventilated,0.0,1.12,1.2,22.7,23.2,55.2,0.09,0.49,9.99
15807,Cfa,Naturally Ventilated,-1.0,1.02,1.2,22.7,23.3,55.2,0.09,0.39,8.18
15808,Cfa,Naturally Ventilated,1.0,0.64,1.2,22.4,22.9,57.5,0.09,-0.26,6.37
15809,Cfa,Naturally Ventilated,-3.0,0.91,1.2,21.7,23.2,55.2,0.09,0.12,5.28
15810,Cfa,Naturally Ventilated,-1.0,0.43,1.2,23.7,23.7,50.0,0.09,-0.44,9.02
15811,Cfa,Naturally Ventilated,-1.0,0.43,1.2,22.7,23.3,55.2,0.09,-0.65,13.92
15812,Cfa,Naturally Ventilated,-1.0,0.53,1.2,23.7,23.7,50.0,0.09,-0.22,5.96
15813,Cfa,Naturally Ventilated,-1.0,0.43,1.2,22.7,23.3,55.2,0.09,-0.65,13.92
15814,Cfa,Naturally Ventilated,-1.0,0.4,1.2,23.7,23.7,50.0,0.25,-1.0,26.13
15815,Cfa,Naturally Ventilated,-1.0,0.3,1.2,23.7,23.7,50.0,0.25,-1.35,43.01
15825,Cfa,Naturally Ventilated,1.0,1.0,1.2,26.8,27.8,63.9,0.31,1.2,35.03
15826,Cfa,Naturally Ventilated,0.0,0.4,1.2,26.2,29.4,68.2,0.31,0.41,8.44
15827,Cfa,Naturally Ventilated,1.0,0.47,1.2,26.2,29.4,68.2,0.31,0.55,11.34
15828,Cfa,Naturally Ventilated,1.0,0.55,1.2,26.7,29.7,65.9,0.31,0.83,19.58
15829,Cfa,Naturally Ventilated,1.0,0.77,1.2,26.5,28.3,68.7,0.31,0.97,24.96
15830,Cfa,Naturally Ventilated,0.0,0.39,1.2,27.3,27.9,70.9,0.31,0.48,9.72
15831,Cfa,Naturally Ventilated,1.0,0.55,1.2,25.7,27.6,74.5,0.31,0.41,8.51
15832,Cfa,Naturally Ventilated,1.0,0.29,1.2,26.4,27.9,73.2,0.13,0.46,9.4
15833,Cfa,Naturally Ventilated,0.0,0.29,1.2,26.3,28.0,73.2,0.13,0.46,9.33
